ID,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
7532,5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54
7533,3363,15652192,Traeger,759,France,Female,33,9,160541.36,2,0,0,93541.14
7534,8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69
7536,4721,15780654,Sergeyev,619,Germany,Female,33,3,100488.92,2,0,1,36446.74
7537,5014,15626795,Gorman,672,France,Female,40,3,0.0,1,1,0,113171.61
7539,2112,15603216,Simpson,642,France,Male,25,7,0.0,2,1,0,102083.78
7540,5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51
7541,3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75
7542,2204,15672598,Walker,613,Spain,Male,30,9,111927.45,1,1,1,175795.87
7543,8996,15580623,Yefremova,573,Spain,Male,28,8,0.0,2,0,0,77660.03
7544,2937,15671766,Enyinnaya,599,France,Male,44,10,118577.24,1,1,1,31448.52
7546,1216,15625080,Parkin,745,Spain,Female,54,8,0.0,1,1,0,173912.29
7547,404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43
7548,9068,15684645,Ajuluchukwu,704,Germany,Male,41,9,62078.21,2,1,0,129050.67
7549,1727,15745107,Lung,776,Germany,Male,38,5,112281.7,1,0,1,89893.6
7550,6690,15614923,Nielson,630,Spain,Male,41,7,107511.52,1,0,1,46156.87
7551,8044,15616525,Sopuluchi,720,Spain,Male,31,4,141356.47,1,0,0,137985.69
7552,1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8
7553,5088,15624641,Kharlamova,740,Spain,Male,43,9,0.0,1,1,0,199290.68
7554,3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54
7555,1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,1,1,58974.0
7556,8016,15778694,Sievier,638,Germany,Female,26,1,105249.76,2,1,1,23491.09
7557,9812,15772421,Tretiakov,645,Germany,Female,31,1,128927.93,1,1,1,2850.01
7558,54,15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94
7559,6412,15791172,Yeh,672,Germany,Female,21,1,35741.69,1,1,0,28789.94
7560,2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78
7561,6273,15611331,Niu,511,France,Female,46,1,0.0,1,1,1,115779.48
7562,9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27
7563,6809,15720134,Reynolds,709,Germany,Male,30,9,115479.48,2,1,1,134732.99
7564,2003,15657214,Hsia,601,France,Male,74,2,0.0,2,0,1,51554.58
7565,6284,15591135,Forster,726,France,Male,37,2,132057.92,2,1,0,34743.98
7566,3395,15668460,Bellucci,466,France,Male,29,6,0.0,2,1,1,2797.27
7567,5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76
7568,8601,15755405,Hudson,710,France,Male,43,9,128284.45,1,1,0,32996.89
7569,8814,15770375,Fanucci,850,Germany,Female,26,8,123126.29,1,1,0,74425.41
7570,2883,15685829,McKay,551,France,Male,37,3,0.0,2,1,1,50578.4
7571,3203,15598070,Marchesi,564,France,Female,33,4,135946.26,1,1,0,63170.0
7573,6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22
7574,5190,15721779,Arnold,826,Spain,Male,41,5,146466.46,2,0,0,180934.67
7575,272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19
7576,4680,15756975,Montemayor,777,Spain,Female,35,3,0.0,2,1,1,17257.72
7577,6834,15686964,Spence,675,France,Female,34,10,84944.58,1,0,0,146230.63
7578,8717,15576022,Nwachinemelu,565,France,Male,38,5,0.0,2,0,1,80630.32
7579,7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61
7581,9460,15640580,Obiora,650,France,Female,47,9,0.0,1,1,0,187943.6
7582,302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84
7583,2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56
7586,5634,15715877,Lo,821,France,Male,28,2,0.0,2,1,0,46072.52
7587,1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68
7588,5964,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,1,1,747.88
7589,7158,15627699,Pirogova,558,France,Male,32,10,105000.23,1,1,0,190019.61
7590,5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83
7591,502,15715941,Lueck,692,France,Male,54,5,0.0,2,1,1,88721.84
7592,3527,15795129,Gallo,799,France,Female,30,9,0.0,2,1,0,136827.96
7593,2583,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06
7594,8720,15811415,Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41
7595,6614,15679991,Kennedy,524,France,Female,28,7,0.0,2,0,1,147100.72
7597,3192,15760570,Stephenson,590,France,Male,32,5,0.0,2,1,0,59249.83
7598,863,15794916,Pirogov,725,France,Male,41,7,113980.21,1,1,1,116704.25
7599,4533,15739194,Manfrin,548,Spain,Male,38,0,178056.54,2,1,0,38434.73
7600,5044,15718454,Ch'eng,712,Spain,Female,44,2,0.0,2,0,0,45738.94
7601,3724,15710978,Palerma,715,Germany,Male,42,2,88120.97,2,1,1,21333.22
7603,6035,15601045,Angelo,655,Spain,Male,37,8,163708.58,2,0,0,76259.23
7604,6945,15742607,Ermakov,850,Germany,Male,36,7,102800.72,1,1,1,87352.43
7605,5498,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39
7606,7667,15813192,Chukwuemeka,494,France,Male,25,6,0.0,2,0,1,109988.09
7607,2115,15746594,Wu,732,Spain,Male,33,8,0.0,1,1,0,119882.7
7608,4449,15708162,Thomson,565,Germany,Female,40,1,89994.71,2,0,1,121084.27
7609,8540,15668594,Diggs,620,Germany,Female,25,1,137712.01,1,1,1,76197.05
7610,1321,15596493,Wisdom,687,France,Female,47,7,0.0,2,1,1,177624.01
7611,1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89
7612,4435,15568429,Mitchell,633,Spain,Female,46,3,0.0,2,1,0,120250.58
7614,9172,15660475,Ndubueze,411,France,Female,54,9,0.0,1,0,1,76621.49
7615,444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1
7616,9864,15726179,Ferrari,757,Germany,Female,43,5,131433.33,2,1,1,3497.43
7617,1443,15796179,Moore,683,France,Male,43,8,0.0,1,1,0,96754.8
7619,2535,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7
7620,4371,15740470,Vinogradov,725,France,Male,39,4,160652.45,2,1,0,57643.55
7621,2004,15799350,Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39
7622,9922,15643575,Evseev,757,Germany,Male,36,1,65349.71,1,0,0,64539.64
7624,2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4
7626,3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22
7629,1614,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,1,1,105533.96
7630,6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1,0,0,99922.08
7631,1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84
7632,3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18
7635,6551,15617331,Sergeyeva,637,Germany,Female,39,3,109698.41,1,1,1,88391.29
7637,6246,15722083,Ch'ang,591,Spain,Male,39,8,0.0,2,0,0,42392.24
7639,9727,15662494,Goliwe,773,Spain,Male,43,7,138150.57,1,1,1,177357.16
7640,9527,15665521,Chiazagomekpele,642,Germany,Male,18,5,111183.53,2,0,1,10063.75
7641,3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29
7642,2812,15699550,Babbage,695,Spain,Female,34,9,0.0,2,1,1,67502.12
7643,3031,15725660,Dellucci,676,France,Male,20,1,80569.73,1,0,0,68621.98
7645,4085,15750458,Hawkins,693,France,Female,39,4,0.0,2,0,1,142331.39
7648,6859,15771569,Bage,576,Germany,Male,46,4,137367.94,1,1,1,33450.11
7649,8261,15627830,Nikitina,640,Germany,Female,30,5,32197.64,1,0,1,141446.01
7650,3827,15751774,Monnier,774,France,Male,76,4,112510.89,1,1,1,143133.18
7651,6352,15794472,Brookes,553,France,Female,27,3,0.0,2,0,0,159800.16
7652,1053,15623471,Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27
7653,1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74
7654,8094,15779267,Onyemere,584,France,Male,47,5,0.0,2,1,0,89286.29
7655,5111,15646756,Murphy,682,France,Female,33,8,74963.5,1,1,1,32770.56
7656,4542,15815131,Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4
7657,9315,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9
7659,8785,15590810,Fallaci,638,Germany,Female,41,9,144326.09,1,1,0,73979.85
7660,7312,15722479,Ikenna,707,France,Male,37,1,0.0,2,0,1,6035.51
7661,183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27
7662,9732,15627859,Nebeolisa,607,Germany,Male,29,7,102609.0,1,1,0,163257.44
7663,8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54
7665,7614,15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88
7666,1843,15747222,Bentley,745,Spain,Female,35,8,0.0,2,1,1,116581.1
7667,7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06
7669,8496,15801436,K'ung,696,France,Male,42,4,0.0,1,0,0,126353.13
7670,2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,1,0,114566.47
7671,2903,15804002,Kovalev,691,France,Female,33,1,128306.83,1,1,1,113580.79
7672,3289,15807837,Mazzanti,640,France,Female,30,6,107499.7,1,1,1,187632.22
7674,4534,15607275,Ch'ang,850,Spain,Male,39,6,206014.94,2,0,1,42774.84
7675,3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45
7676,7451,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42
7677,5070,15740878,Yao,655,Spain,Female,29,9,0.0,2,0,1,85736.26
7678,8628,15777830,Hutchinson,639,France,Female,42,4,0.0,2,0,0,167682.37
7679,1976,15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8
7680,2549,15617197,Chien,524,France,Male,50,4,0.0,2,1,1,31840.59
7682,4602,15571666,Shaw,642,Germany,Male,30,8,134497.27,1,0,0,43250.54
7683,5654,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23
7684,9405,15792232,Moss,595,Spain,Female,43,5,0.0,2,0,0,105149.8
7685,4087,15764294,Ifeatu,759,Germany,Male,31,4,98899.91,1,1,1,47832.82
7686,359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28
7687,575,15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84
7689,9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41
7690,9285,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63
7692,5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85
7693,2855,15646609,Chao,748,France,Male,33,1,142645.43,1,0,0,69132.66
7694,9644,15709354,Tudawali,521,France,Female,41,2,0.0,2,1,1,113089.43
7695,285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85
7696,4026,15640769,Hobbs,660,France,Male,63,8,137841.53,1,1,1,42790.29
7698,4775,15640421,Conway,811,France,Female,35,7,0.0,1,1,1,178.19
7700,7664,15652667,Hampton,590,France,Male,39,9,0.0,2,1,1,104730.52
7702,4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92
7703,989,15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51
7704,8248,15637366,Su,505,Germany,Female,25,5,114268.85,2,1,1,126728.27
7705,6252,15614520,Smith,682,France,Female,37,8,148580.12,1,1,0,35179.18
7706,5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7
7708,8227,15608845,Tao,804,Spain,Female,38,3,124197.22,1,1,0,74692.06
7709,1427,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8
7711,1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63
7712,9991,15798964,Nkemakonam,714,Germany,Male,33,3,35016.6,1,1,0,53667.08
7713,2256,15681506,Lane,478,Spain,Male,43,1,0.0,2,1,1,197916.43
7714,8041,15627439,Pickering,624,Spain,Female,36,10,0.0,2,0,1,186180.42
7715,779,15797227,Otutodilinna,754,France,Male,28,8,0.0,2,1,1,52615.62
7716,2822,15626385,George,714,Spain,Female,33,10,103121.33,2,1,1,49672.01
7719,9030,15722701,Bruno,594,Germany,Male,18,1,132694.73,1,1,0,167689.56
7720,9493,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85
7721,2904,15728773,Hsieh,568,France,Female,47,7,0.0,2,1,1,45978.39
7723,5644,15782096,Volkova,616,Spain,Female,36,6,0.0,1,1,1,12916.32
7724,6134,15620735,Chiganu,667,Germany,Female,33,4,127076.68,2,1,0,69011.66
7726,1299,15572360,Clark,683,France,Male,30,10,57657.49,1,0,0,79240.9
7727,4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0
7728,2183,15724889,Chinweuba,665,Spain,Male,38,9,0.0,1,0,1,87412.74
7729,2114,15686255,Mouzon,738,Germany,Male,35,6,101744.84,1,0,0,85185.44
7730,6785,15570912,Ogbonnaya,728,Germany,Female,32,9,127772.1,2,1,1,152643.48
7731,3329,15651352,Tobenna,529,France,Female,38,2,0.0,1,1,0,146388.85
7732,7723,15570086,Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23
7733,23,15699309,Gerasimov,510,Spain,Female,38,4,0.0,1,1,0,118913.53
7734,6364,15593454,Lambert,678,Spain,Female,40,4,113794.22,1,1,0,16618.76
7735,2000,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46
7736,8084,15684011,Miller,576,Germany,Male,29,7,130575.26,1,0,1,173629.78
7737,2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1,0,0,98734.15
7739,6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,1,0,79919.97
7740,5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05
7741,466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26
7742,5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75
7743,1101,15768201,Paterson,850,France,Female,39,2,148586.64,1,1,1,176791.27
7744,7353,15809800,Korovina,726,France,Female,38,4,0.0,2,0,0,6787.48
7745,2652,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17
7746,653,15711889,Mao,668,France,Male,42,3,150461.07,1,1,0,108139.23
7747,1079,15633650,Woods,677,Germany,Female,41,8,146720.98,2,1,1,4195.84
7748,7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05
7750,3655,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86
7751,8742,15762855,Hill,622,Spain,Female,23,8,0.0,2,1,1,131389.39
7752,6009,15700937,Romano,767,Spain,Female,24,5,0.0,2,1,1,67445.85
7753,932,15700476,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21
7755,8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,1,1,99907.29
7756,8054,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,64679.07
7757,2178,15637644,Hanson,667,France,Female,24,4,0.0,2,0,1,34335.55
7759,7028,15748552,Sal,464,Germany,Male,37,4,155994.15,1,0,0,143665.44
7760,8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02
7762,1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0
7764,3752,15630106,Lo,496,Spain,Male,29,2,0.0,2,1,0,55389.59
7765,3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72
7767,4897,15640464,Parkes,605,France,Male,41,5,91612.91,1,1,1,28427.84
7768,1391,15727281,Macintyre,653,France,Female,27,9,0.0,2,1,0,96429.29
7769,9595,15619898,Chiefo,785,France,Male,55,5,0.0,2,1,1,7008.65
7770,4576,15756926,Atherton,833,Germany,Male,29,1,96462.25,2,0,1,48986.18
7772,7864,15659677,Beluchi,746,France,Male,47,8,142382.03,1,1,1,62086.62
7774,767,15810864,Williamson,700,France,Female,82,2,0.0,2,0,1,182055.36
7775,6556,15581505,Bales,641,France,Male,35,5,0.0,2,1,0,93148.93
7776,2304,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15
7777,6523,15632185,Yermolayev,663,France,Female,42,1,82228.67,2,1,0,71359.78
7778,4628,15715744,Schiavone,605,France,Male,39,7,0.0,1,0,1,119348.28
7780,9848,15815097,Root,603,France,Female,34,9,0.0,2,1,0,167916.35
7781,4828,15665053,Nixon,636,Spain,Male,52,4,111284.53,1,0,1,32936.44
7782,7339,15796111,Smith,708,Germany,Female,54,8,145151.4,1,0,1,125311.17
7783,7446,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73
7784,7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24
7785,2979,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,168285.85
7786,4045,15607142,Parkin,658,France,Male,32,8,0.0,1,1,1,80410.68
7787,3728,15768367,Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29
7788,9826,15701936,Bell,467,Germany,Male,28,10,126315.26,1,1,0,32349.29
7789,5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11
7790,5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36
7792,3376,15733234,Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07
7793,8889,15637788,Schmidt,743,France,Male,23,3,110203.77,1,1,0,95583.45
7795,9915,15568876,Hughes,496,France,Female,34,1,102723.35,2,1,0,180844.81
7796,8231,15755239,Maughan,758,Germany,Male,32,4,162657.64,2,1,1,115525.13
7797,3041,15617134,Iqbal,716,France,Male,38,4,0.0,2,1,0,189678.7
7798,4033,15593555,Chinedum,430,France,Male,38,9,0.0,2,1,1,12050.77
7799,2790,15747503,Hayward,705,Spain,Male,44,0,184552.12,1,1,0,68860.3
7800,9860,15615430,Adams,678,Germany,Male,55,4,129646.91,1,1,1,184125.1
7801,4527,15604818,Edmund la Touche,798,France,Male,34,9,154495.79,1,1,0,191395.88
7803,2190,15798310,Palerma,480,France,Male,35,2,165692.91,1,1,1,197984.58
7804,6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71
7805,2073,15711015,Hammonds,743,France,Male,36,4,0.0,2,1,1,190911.02
7806,8741,15570908,Harding,687,Spain,Female,29,7,93617.07,1,0,1,113050.92
7808,8517,15783875,Li Fonti,500,France,Female,34,4,0.0,2,1,0,12833.96
7809,6851,15579526,O'Meara,551,France,Male,42,1,50194.59,1,1,1,23399.58
7810,599,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,0,0,9221.78
7813,2927,15744529,Chiekwugo,510,France,Male,63,8,0.0,2,1,1,115291.86
7814,2590,15701096,De Garis,778,France,Male,44,8,123863.64,1,1,0,144494.94
7815,4544,15692929,Ikechukwu,791,Germany,Female,42,10,113657.41,2,0,1,139946.68
7816,1339,15612108,Norman,625,France,Male,52,5,164978.01,1,1,1,67788.49
7817,4070,15656613,McGregor,646,France,Female,34,3,131283.11,1,0,0,130500.65
7818,9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112.0
7820,6314,15812482,Young,575,France,Male,27,3,139301.68,1,1,0,99843.98
7821,5168,15587174,Kerr,726,France,Male,29,7,0.0,2,1,1,91844.14
7822,5172,15760849,Nwachukwu,537,France,Male,39,2,0.0,2,1,1,137651.6
7824,610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28
7825,794,15769504,Munro,743,Germany,Female,34,1,131736.88,1,1,1,108543.21
7826,1247,15721189,Kung,666,France,Female,66,7,0.0,2,1,1,99792.82
7827,6051,15626414,Russell,703,France,Male,44,6,98862.54,1,1,0,151516.7
7828,5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84
7829,5682,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44
7830,887,15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43
7831,7032,15580914,Okechukwu,478,Spain,Male,48,0,83287.05,2,0,1,44147.95
7833,9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35
7835,1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5
7836,3480,15743714,Ch'ien,468,France,Male,46,7,91443.75,1,1,0,10958.18
7838,224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72
7839,4732,15622230,Cribb,705,France,Female,35,3,0.0,2,0,1,66331.01
7840,1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27
7843,9067,15725509,Otutodilinna,662,Germany,Male,30,5,115286.68,2,1,1,149587.92
7844,3027,15722758,Allan,585,France,Male,40,7,0.0,2,0,0,146156.98
7845,5156,15656426,Tyler,713,France,Female,42,3,0.0,2,0,0,82565.01
7846,4844,15736254,Ch'ang,654,France,Male,29,2,91955.61,1,1,0,37065.66
7847,3278,15749381,Yu,790,France,Female,41,2,126619.27,1,1,0,198224.38
7849,679,15810978,Pugliesi,788,Spain,Female,70,1,0.0,2,1,1,41610.62
7850,4409,15795963,Fiorentini,687,France,Male,34,7,129895.19,1,0,1,28698.17
7854,8704,15595350,Fermin,661,France,Female,31,3,136067.82,2,1,0,65567.91
7855,660,15603065,Grubb,751,France,Female,30,6,0.0,2,1,0,15766.1
7856,498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64
7857,505,15715527,Freeman,543,Spain,Female,41,4,0.0,1,0,0,194902.16
7858,8246,15569626,Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31
7859,3768,15765952,Milanesi,769,France,Male,29,4,145471.37,1,1,0,188382.77
7860,6865,15797381,DeRose,593,Germany,Female,48,3,133903.12,2,1,1,85902.39
7861,6985,15622631,H?,588,France,Male,44,8,154409.74,1,1,0,49324.03
7864,3716,15640409,Carpenter,817,Germany,Female,46,0,89087.89,1,0,1,87941.85
7865,9047,15648178,Lettiere,630,Germany,Female,23,4,137964.51,1,0,1,174570.55
7866,6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38
7867,8104,15740223,Walton,479,Germany,Male,51,1,107714.74,3,1,0,86128.21
7870,6426,15566894,Gray,793,France,Male,39,3,137817.52,1,0,0,83997.79
7871,8146,15708904,Yermakova,850,France,Female,37,9,0.0,1,0,0,100101.06
7872,5171,15623695,McKinnon,814,France,Female,31,4,0.0,2,1,1,142029.17
7873,4992,15701175,Bruno,493,France,Female,33,8,90791.69,1,1,1,59659.53
7874,5527,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05
7876,1679,15569178,Kharlamov,570,France,Female,18,4,82767.42,1,1,0,71811.9
7877,1108,15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13
7878,1498,15694296,Chineze,631,France,Male,35,9,112392.45,2,1,0,24472.23
7880,5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59
7881,3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09
7883,6034,15759966,Chiemenam,612,Spain,Female,36,5,119799.27,2,1,0,159416.58
7884,3005,15706185,Clements,596,Germany,Male,47,5,140187.1,2,1,1,174311.3
7886,294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53
7887,6991,15648725,Sinclair,660,France,Male,41,3,0.0,2,1,1,108665.89
7888,5724,15680224,Ross,687,France,Female,26,6,0.0,2,1,1,32909.13
7889,1854,15633574,Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81
7890,8878,15696371,Thomas,812,Spain,Female,24,1,92476.88,1,0,0,83247.14
7891,5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48
7892,5217,15671104,Aksakova,637,Spain,Male,43,3,172196.23,1,1,1,104769.96
7894,243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8
7895,9430,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5
7896,8379,15701319,Baxter,614,Germany,Female,37,6,96340.81,2,1,1,139377.24
7897,3156,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28
7898,9420,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4
7899,6616,15792934,Carruthers,661,France,Male,26,8,0.0,2,0,0,196875.87
7902,8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75
7903,1659,15654851,Obialo,748,France,Male,44,2,92911.52,1,0,1,85495.24
7905,9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,1,1,75825.57
7906,31,15589475,Azikiwe,591,Spain,Female,39,3,0.0,3,1,0,140469.38
7907,4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58
7908,7040,15631685,Lambert,523,Germany,Male,60,1,163894.35,1,0,1,57061.71
7909,4376,15616555,Fu,850,Germany,Male,41,8,60880.68,1,1,0,31825.84
7910,9260,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23
7911,1735,15808846,Horton,672,Germany,Female,21,3,165878.76,2,1,1,164537.17
7912,5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12
7913,4480,15579112,Gibson,598,France,Male,47,2,0.0,2,1,1,186116.54
7914,5322,15639368,Pipes,732,France,Male,25,0,110942.9,1,0,0,172576.56
7915,985,15704770,Pan,773,France,Male,25,1,124532.78,2,0,1,11723.57
7916,7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84
7917,410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47
7918,2655,15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64
7919,2537,15752026,Hammer,691,France,Male,58,3,0.0,1,0,1,194930.3
7921,5731,15577683,Maclean,539,France,Female,29,4,0.0,2,1,1,100919.19
7922,2293,15779064,Chidiegwu,677,France,Male,27,2,0.0,2,1,1,20092.89
7923,2065,15569503,Yeh,765,France,Male,44,6,0.0,2,1,1,159899.97
7924,5490,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96
7925,4650,15785815,Toscano,670,Germany,Male,31,1,142631.54,2,1,1,175894.24
7926,2128,15703482,Walker,710,Germany,Male,34,9,134260.36,2,1,0,147074.67
7927,5717,15709478,P'an,611,Germany,Male,37,1,117524.72,2,0,1,161064.29
7928,2449,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28
7929,8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2,1,1,194895.57
7930,3505,15700710,Chiebuka,490,France,Female,37,3,116465.53,1,0,1,24435.77
7932,1354,15623644,Frolov,626,Spain,Male,29,7,0.0,2,1,0,49361.84
7933,7332,15773869,Onwudiwe,797,Spain,Male,59,4,129321.44,1,1,1,93624.55
