,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7311,8815,15589725,Zubarev,740,France,Female,51,4,0.0,2,1,1,178929.84,0
7312,3680,15593897,Carr,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0
7313,21,15577657,McDonald,732,France,Male,41,8,0.0,2,1,1,170886.17,0
7314,54,15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1
7315,9223,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0
7316,392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
7317,2142,15758372,Wallace,674,France,Male,18,7,0.0,2,1,1,55753.12,1
7318,2322,15749019,Wong,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0
7319,8874,15810839,Rogers,610,France,Male,34,0,103108.17,1,0,0,125646.82,0
7320,7217,15730287,Ugonna,679,France,Male,41,8,147726.98,3,1,0,172749.4,1
7321,3026,15745232,Chikelu,759,France,Female,39,6,0.0,2,1,1,140497.67,0
7322,5328,15641490,Windsor,850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0
7323,7377,15765093,Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
7324,6552,15651740,Napolitani,525,Spain,Female,30,5,0.0,2,0,1,149195.44,0
7325,9743,15620577,Wood,715,France,Male,45,4,0.0,2,1,1,55043.93,0
7326,1104,15780144,Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0
7327,3868,15659149,King,530,France,Male,39,2,0.0,2,1,0,197923.05,0
7328,2234,15791268,Neumann,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0
7329,9855,15752650,Saad,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0
7330,9912,15776229,MacPherson,682,France,Male,44,3,115282.3,1,0,0,23766.4,0
7331,5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0
7332,2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
7333,9536,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
7334,5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1
7335,567,15651674,Billson,438,Spain,Female,54,2,0.0,1,0,0,191763.07,1
7336,3863,15726588,Seleznev,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0
7337,872,15692750,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1
7338,9017,15570271,Wan,577,Spain,Male,31,6,0.0,1,1,1,196395.25,0
7339,196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0
7340,344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0
7341,2421,15783305,Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0
7342,3706,15769645,Senior,612,France,Female,35,3,0.0,1,1,1,48108.72,0
7343,8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0
7344,3455,15814465,Ch'in,612,France,Male,24,1,182705.05,1,1,1,171837.06,0
7345,2061,15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0
7346,3015,15679297,Volkova,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
7347,7352,15568878,Cheng,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
7348,2102,15778934,Napolitani,678,Spain,Female,49,8,0.0,2,0,1,98090.69,0
7349,6990,15811877,Shao,700,France,Female,36,4,0.0,2,1,0,130789.15,0
7350,5118,15754929,Douglas,757,France,Male,31,10,39539.39,2,0,0,192519.39,0
7351,8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0
7352,6218,15670866,Chiu,693,France,Male,31,2,0.0,2,1,1,107759.31,0
7353,140,15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1
7354,2329,15664204,Meany,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0
7355,2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
7356,7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
7357,6353,15646632,Reid,741,France,Male,38,9,0.0,2,1,0,14379.01,0
7358,8838,15809736,Steigrad,664,France,Male,46,2,0.0,1,1,1,177423.02,1
7359,216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1
7360,3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1
7361,5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
7362,3296,15654296,Estrada,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
7363,1816,15583499,Chiagoziem,510,France,Male,32,9,103324.78,1,1,1,46127.7,0
7364,686,15600337,Dobie,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1
7365,5379,15720968,Young,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
7366,2335,15616380,Wheeler,803,Spain,Female,37,1,0.0,2,0,0,7455.2,0
7367,8112,15670552,Peavy,560,France,Female,31,3,115141.18,1,1,0,39806.75,0
7368,1693,15809006,Walker,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
7369,7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
7370,5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0
7371,4724,15790658,Iqbal,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0
7372,1594,15741728,Atkins,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0
7373,3709,15679983,Garmon,565,France,Male,34,7,0.0,1,0,0,74593.84,0
7374,7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
7375,2692,15629150,Lucchese,721,France,Female,37,1,0.0,2,1,0,70810.8,0
7376,5700,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0
7377,8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0
7378,8761,15727819,Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
7379,3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
7380,9676,15638621,Simmons,735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0
7381,1114,15648800,Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1
7382,4233,15632977,Hsiao,745,France,Male,47,5,0.0,2,0,0,145789.71,0
7383,4589,15761720,Mead,422,France,Male,41,6,153238.88,1,1,0,11663.09,0
7384,7988,15793331,Blair,812,France,Male,32,5,133050.97,2,1,0,89385.92,0
7385,3750,15675360,Valenzuela,427,France,Male,33,8,0.0,1,1,1,13858.95,0
7386,5317,15780386,Ferri,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
7387,8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1
7388,8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1
7389,2468,15716518,Yuryeva,617,France,Female,27,4,0.0,2,0,0,190269.21,0
7390,7132,15704509,Tan,492,France,Male,35,8,121063.49,1,0,0,85421.48,0
7391,688,15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1
7392,2115,15746594,Wu,732,Spain,Male,33,8,0.0,1,1,0,119882.7,0
7393,1165,15750776,Genovese,850,France,Female,36,0,164850.54,1,1,1,62722.44,0
7394,8021,15669491,Cruz,850,France,Female,46,2,157866.77,1,1,1,18986.12,0
7395,6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
7396,2324,15784676,Fanucci,583,France,Male,51,6,125268.03,2,1,0,165082.25,0
7397,5572,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1
7398,2822,15626385,George,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
7399,2161,15586821,Bellew,727,France,Male,28,5,0.0,2,0,1,19653.08,0
7400,7057,15705918,Howarth,725,France,Male,31,8,0.0,2,1,1,59650.42,0
7401,9454,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59,0
7402,2800,15775662,McKay,760,France,Male,43,8,121911.59,1,1,0,193312.33,0
7403,2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0
7404,604,15592387,Burke,566,France,Male,30,5,0.0,1,1,0,54926.51,1
7405,7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0
7406,9987,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,0
7407,2006,15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
7408,732,15790757,Cody,769,France,Female,25,10,0.0,2,0,0,187925.75,0
7409,208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
7410,139,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1
7411,5300,15792989,Bianchi,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
7412,2650,15612615,Graham,616,France,Female,37,6,0.0,2,1,0,86242.18,0
7413,9811,15705994,Udinese,712,Spain,Male,27,10,0.0,1,1,0,94544.88,0
7414,3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1
7415,1592,15631813,Beneventi,621,France,Male,39,6,0.0,2,1,1,58883.91,0
7416,3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
7417,1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0
7418,5250,15804038,Quinn,740,France,Male,44,9,0.0,1,0,1,96528.0,1
7419,8015,15644295,Hargreaves,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0
7420,7362,15586479,Yin,692,France,Female,36,4,0.0,1,1,0,185580.89,1
7421,362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
7422,7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0
7423,2522,15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0
7424,1058,15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1
7425,1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1
7426,9603,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1
7427,5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1
7428,4845,15720814,Warren,670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0
7429,9544,15613518,Bellucci,647,France,Female,35,6,112668.7,1,0,1,122584.29,0
7430,2233,15671969,Pruneda,649,Spain,Male,36,8,0.0,2,1,0,161668.15,0
7431,4031,15808760,Evseev,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0
7432,7486,15744423,Cocci,561,France,Male,32,5,0.0,2,1,0,84871.99,0
7433,6933,15570970,Han,647,France,Female,42,9,0.0,2,1,1,51362.82,0
7434,1699,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
7435,3875,15624186,McGregor,813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0
7436,6052,15623220,Brown,723,Spain,Female,45,4,0.0,2,1,0,37214.39,0
7437,8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0
7438,8271,15703544,Hung,559,Spain,Male,34,0,0.0,1,1,0,182988.94,0
7439,1477,15703399,McNeil,756,France,Female,26,5,101641.14,2,0,1,154460.68,0
7440,1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,0,1,142377.69,0
7441,8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
7442,1070,15628674,Iadanza,844,France,Male,40,7,113348.14,1,1,0,31904.31,1
7443,7250,15745804,Law,628,France,Male,25,7,0.0,2,1,1,195977.75,0
7444,3407,15581252,Dolgorukova,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0
7445,1746,15772995,Ts'ao,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
7446,6797,15713094,Tai,651,France,Female,25,8,0.0,2,1,1,126761.2,0
7447,2532,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
7448,7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1
7449,8553,15749345,Simpson,468,France,Female,22,1,76318.64,1,1,1,194783.12,0
7450,3402,15588923,Murphy,591,France,Female,33,4,113743.37,1,1,0,124625.08,0
7451,5254,15670496,Schwartz,655,Spain,Female,27,9,0.0,2,0,0,108008.05,0
7452,582,15737741,McKay,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1
7453,2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
7454,3515,15757911,Trevisani,643,Spain,Female,32,2,0.0,1,0,0,131301.74,0
7455,4489,15776128,Hs?,716,France,Female,44,6,155114.9,1,0,0,133871.83,0
7456,3770,15663263,Collins,698,France,Male,47,5,156265.31,2,0,0,1055.66,0
7457,8260,15703199,Golibe,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0
7458,9308,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29,0
7459,5229,15791925,Palermo,751,France,Male,29,10,147737.63,1,0,1,94951.27,0
7460,9458,15797822,Kingsley,678,France,Male,28,2,109137.12,1,1,1,58814.41,0
7461,8262,15570855,Leonard,670,France,Male,38,7,0.0,2,1,1,77864.41,0
7462,9628,15689322,Bevan,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0
7463,5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1
7464,3025,15610801,Pan,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
7465,2841,15714057,Windradyne,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0
7466,2917,15704583,Chikwado,651,France,Male,56,2,0.0,1,1,0,114522.68,1
7467,5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0
7468,3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
7469,4667,15691875,Tsou,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
7470,7065,15777994,Woods,718,France,Female,39,3,0.0,2,1,1,145355.11,0
7471,7944,15774250,Gallo,532,France,Male,42,1,159024.71,1,1,0,100982.93,1
7472,1189,15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0
7473,7166,15709252,Fuller,616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1
7474,4128,15625545,Hussey,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1
7475,9299,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
7476,5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
7477,5938,15697035,Garrett,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0
7478,2578,15724145,William,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0
7479,1045,15779059,Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12,0
7480,5352,15679048,Koger,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
7481,7966,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,1,0,92243.94,1
7482,2018,15602929,Wilson,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0
7483,1293,15636589,Murray,794,France,Female,41,7,0.0,2,1,1,74275.08,0
7484,2534,15631838,Findlay,606,France,Male,61,5,108166.09,2,0,1,8643.21,0
7485,6067,15580249,Lori,502,France,Male,45,0,0.0,1,0,0,84663.21,0
7486,9310,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0
7487,2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
7488,2549,15617197,Chien,524,France,Male,50,4,0.0,2,1,1,31840.59,1
7489,4790,15743828,Stevens,691,France,Male,41,2,0.0,1,1,1,56850.92,1
7490,2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
7491,8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,0
7492,3468,15771509,Hirst,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0
7493,5509,15567442,Ibezimako,656,France,Female,75,3,0.0,2,1,1,1276.87,0
7494,1122,15672704,Jackson,809,France,Female,24,4,0.0,2,1,0,193518.76,0
7495,2897,15606836,Lombardo,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
7496,2748,15599829,Padovesi,577,France,Female,35,10,0.0,2,1,1,25161.61,0
7497,3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,1,0,66526.01,0
7498,2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
7499,3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
7500,3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
7501,3521,15569248,Milanesi,554,France,Female,43,10,0.0,2,1,0,149629.13,1
7502,8148,15814675,Chien,642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1
7503,912,15746490,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
7504,115,15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
7505,5162,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0
7506,6921,15773394,Bergamaschi,644,France,Male,38,3,0.0,2,1,1,79928.41,0
7507,6699,15784491,Ho,725,France,Female,31,6,0.0,1,0,0,61326.43,0
7508,2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
7509,448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
7510,9741,15572021,Ts'ao,798,Germany,Female,29,8,80204.11,2,1,0,70223.22,0
7511,2765,15597265,Mao,660,France,Male,38,7,0.0,2,0,1,146585.53,0
7512,9316,15653110,Chan,694,France,Male,42,8,133767.19,1,1,0,36405.21,0
7513,4617,15758136,King,778,France,Male,37,3,141803.77,1,0,1,179421.84,0
7514,495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
7515,138,15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
7516,3578,15574296,Kambinachi,757,France,Male,23,2,80673.96,2,1,0,93991.65,0
7517,847,15608968,Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0
7518,4533,15739194,Manfrin,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
7519,276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0
7520,8928,15801605,Rizzo,626,France,Female,39,0,0.0,2,1,1,83295.09,0
7521,5061,15681928,Yancy,577,France,Female,35,4,108155.49,1,1,0,105407.79,0
7522,617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0
7523,614,15805062,Lynton,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0
7524,1741,15672132,Butusov,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
7525,1478,15732175,Bruno,776,France,Male,37,2,0.0,1,0,1,8065.0,0
7526,9231,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
7527,2265,15812945,Padovesi,582,France,Female,29,0,0.0,1,1,1,84012.81,0
7528,8923,15624703,Okonkwo,550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0
7529,5855,15743570,Feng,481,France,Female,34,5,0.0,2,1,1,125253.46,0
7530,9724,15612832,Jamieson,526,France,Male,32,7,125540.05,1,0,0,86786.41,0
7531,674,15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
7532,141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0
7533,6199,15779627,Maclean,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
7534,9495,15688951,Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1
7535,1617,15665695,Potter,594,France,Female,49,4,0.0,2,1,1,23631.55,0
7536,428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
7537,5401,15644788,Fyodorov,731,France,Female,30,5,0.0,2,1,0,189528.72,0
7538,5689,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0
7539,5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1
7540,689,15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1
7541,7452,15673907,Alexander,659,France,Male,20,8,0.0,2,0,0,112572.02,0
7542,7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24,0
7543,3419,15632272,Lung,792,France,Female,42,2,0.0,2,1,0,92664.09,0
7544,2290,15789097,Keeley,644,France,Male,48,8,0.0,2,0,1,44965.54,1
7545,708,15773809,Campbell,620,France,Male,42,4,0.0,2,1,0,6232.31,0
7546,2219,15752488,Emery,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0
7547,9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0
7548,1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0
7549,6786,15640266,Windsor,621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0
7550,1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
7551,7136,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0
7552,4410,15781598,Middleton,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1
7553,8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,0,0,52035.29,1
7554,3292,15635893,T'ien,693,France,Female,28,8,0.0,2,1,1,158545.25,0
7555,3965,15714981,Sabbatini,476,France,Male,37,4,0.0,1,1,1,55775.84,1
7556,9137,15688984,Belonwu,595,France,Male,20,4,95830.43,1,1,0,177738.98,0
7557,5073,15572657,H?,472,France,Male,29,8,102490.27,1,0,1,181224.56,0
7558,145,15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1
7559,877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0
7560,9259,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67,0
7561,9255,15601116,P'an,686,France,Male,32,6,0.0,2,1,1,179093.26,0
7562,8343,15773876,Tung,655,France,Female,34,3,0.0,2,1,0,159638.77,0
7563,1762,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
7564,2668,15591577,Moran,584,France,Male,35,3,146311.58,1,1,1,105443.47,0
7565,7442,15700549,Alvares,721,France,Male,54,5,0.0,2,1,1,4493.12,0
7566,9390,15756954,Lombardo,538,France,Female,32,2,0.0,1,1,1,80130.54,0
7567,7589,15600027,Meng,579,Spain,Male,33,1,0.0,2,1,1,54816.57,0
7568,5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0
7569,122,15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
7570,1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0
7571,6308,15598510,Colombo,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0
7572,7939,15807305,Watkins,805,France,Male,39,2,0.0,1,0,0,166650.32,0
7573,1774,15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
7574,7267,15762716,Chigozie,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1
7575,5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
7576,7620,15758477,Tobeolisa,547,France,Female,32,2,0.0,2,1,0,132002.83,0
7577,6840,15768282,Perez,724,Germany,Male,36,6,94615.11,2,1,1,10627.21,0
7578,8894,15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96,0
7579,1103,15746410,Thompson,432,Spain,Male,38,7,0.0,2,1,0,150580.88,0
7580,1561,15634281,P'an,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
7581,6546,15572735,Chang,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0
7582,6682,15736717,Ma,602,France,Male,31,7,155271.83,1,1,1,179446.31,0
7583,7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
7584,2711,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0
7585,3285,15724150,Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0
7586,5212,15662263,Castillo,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
7587,7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
7588,9761,15632143,Lung,652,France,Male,31,2,119148.55,1,0,0,149740.22,0
7589,7791,15607176,Kang,674,France,Male,22,3,0.0,1,1,1,173940.59,0
7590,7043,15617348,Uchechukwu,544,France,Male,44,1,0.0,2,0,0,69244.24,0
7591,9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0
7592,5285,15759250,Barnett,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
7593,9274,15740160,Okwukwe,616,France,Male,31,1,0.0,2,1,1,54706.75,0
7594,6477,15701412,T'ien,739,France,Male,40,4,0.0,2,0,0,173321.65,0
7595,4375,15717290,Onyekaozulu,688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0
7596,1044,15570417,Chien,579,France,Male,35,1,0.0,2,1,0,4460.2,0
7597,8908,15710671,Gordon,786,France,Male,34,3,137361.96,1,0,0,183682.09,0
7598,1580,15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
7599,2661,15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
7600,5248,15584271,Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0
7601,7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0
7602,6050,15625905,Griffen,592,Spain,Male,41,0,0.0,2,1,0,65906.07,0
7603,4171,15605665,Nwora,673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
7604,9488,15672574,Uspenskaya,850,Spain,Female,32,5,0.0,1,1,1,3830.59,0
7605,3459,15748673,Nepean,770,France,Female,37,9,0.0,2,0,0,22710.72,0
7606,3303,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
7607,2601,15744582,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,1
7608,9830,15724200,Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92,0
7609,8053,15770121,Bancroft,623,France,Female,34,9,0.0,1,1,0,24255.21,0
7610,5006,15741032,Tsao,733,France,Male,48,5,0.0,1,0,1,117830.57,0
7611,9778,15777743,Cattaneo,705,France,Female,39,3,92224.56,1,1,1,54517.25,0
7612,1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0
7613,7195,15778290,Lappin,799,France,Male,70,8,70416.75,1,1,1,36483.52,0
7614,3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0
7615,5453,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1
7616,8305,15792868,Mickey,675,France,Male,69,1,0.0,2,1,0,157097.09,0
7617,2367,15623430,Hill,672,France,Male,34,9,0.0,2,1,0,161800.77,0
7618,4187,15702175,Herrin,755,France,Female,29,4,148654.84,2,1,1,28805.09,0
7619,6527,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,0
7620,3073,15644296,Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,0
7621,6385,15812073,Palmer,529,France,Female,31,7,0.0,2,1,1,175697.87,0
